ulasan,label
"Great app. I'm rating it 4 stars because the ""hide song"" feature seems like it's not working. I am assuming that it I'm using someone's Playlist and I ""hide"" a song it would not play that song, but these songs are still playing. For now it's frustrating and maybe I don't understand the intention of that feature. I would like something like that in the app though, where I can kind of edit the Playlist that I've found, at least by skipping certain songs. Thanks!",4
"The free version should be a lot better than it actually is. I don't mind listening to ads, but the notion of creating a playlist only for Spotify to add a load of random songs to it really irritates me and defeats the whole object of creating a playlist. The search feature is next to useless, you find a song attempt to play it and it plays a totally different song lol. Is it any wonder the pirate/torrent industry is so popular!?",1
"Spotify has become horrible now. You cannot listen to songs the way you want, cannot repeat them, can't even shift forward or backwards. We don't like this feature. Other music apps are better, at least without premium subscription you can still ENJOY music. Poor business spotify. We never expected this from you. Spoiled it badly. What's the use of this app now.",1
"Spotify connect message is too intrusive. It should have the same behavior as iOS where it pops up only once during app session. On Android it pops up constantly, launch the app, get a message, pause a song and re-enter the app, another message. It is far too frequent and really unnecessary, I know I have other devices I can connect to. I don't need to be told dozens of times throughout the day, it's and awful UI aspect of this otherwise great app.",2
"The new premium plan changes make the free user very confused. I can't play specific songs, I can't play playlists, i can't play 'in an specific order' it's very confusing. I can't pay for premium. I was happy listening to adds, and there were many of them. These new changes are pushing me to delete the app, because I can't figure what I can or can't do anymore.",1
"Latest app (Jan 2024) is a huge downgrade in experience. They removed the Heart button to mark a song as a favorite. It is only be a playlist called Liked Songs now. You can add a song to that playlist, but it's more clicks if it's in another album/playlist in your Library (not ideal if driving), and more importantly, I can't have/see favorite songs within a playlist, or otherwise see songs that I've marked as a favorite on my various playlists. So the whole concept of ""favorite songs"" is gone.",2
"Updating my review, but not adding any stars...seems everytime I use this app these days, there's ANOTHER dodgey bug or technical issue. I listen over several devices - ear buds, phone speaker, laptop and in car. There is ALWAYS a syncing issue. When I close and reopen, I get random playback of pods or music that aren't even on my playlists. Sometimes it won't play at all without closing and restarting. Reinstall doesn't change anything. Not to mention, sound quality seems to have plummeted.",1
"love it but recently it randomly goes silent after a while. The song keeps playing but without sound. I have to pause, or interact with it in any way and it's fixed but I don't want to pause a song every 30 seconds when I'm listening to mysic. At first I thought it's my headphones fault but it keeps happening without them too. I have cleared my cache, reinstalled the app and checked the permissions, nothing helps. pls fix",3
"I have used Spotify for all of my music needs for over a decade, also paid for the premium service for almost just as long. Over all it has been a great way to listen to what I want with usually minimal hastle. For the past two year i have been using it for podcasts as well, with that I get graced with adds that I have to skip. Then to add insult to injurie they recently made it impossible to skip these adds. I PAY FOR THIS SERVISE AND I'M BEING FORCED TO LISTEN TO ADDS, corporate greed!",1
"I like Spotify, but I miss 2 features that have been abandoned and were very important for me. 1. Spotify run was amazing. The alternate app made by a developer is terrible in comparison. 2. I really miss when Spotify stayed in sync between multiple devices. This is completely gone and I find it so annoying. I used to be able to listen to a Playlist in my car, go to my pc and it would resume from where I was in my car. This was on all Google pucks as well. Now, each device has it's own memory.",3
I love Spotify but the app is laggy. Pressing a button in the app might have the app take multiple seconds (>5 or 10) to carry out the command or pressing a button does nothing. It also takes a long time for stuff to load in the app (such as a playlist even if it's downloaded). I'm considering not renewing premium. UPDATE: Second time uninstalling and reinstalling. It is getting worse in some ways. Not even downloading for minutes until it finally decides to start.,2
I want to listen to podcasts while driving. The experience isn't good. I have very little control. It seems like I have to take it out of car mode to select episodes only for it to revert to car mode where I have no control. It seems to default to a mode where its constantly suggesting casts I have no interest in without showing me the ones I want to choose from. Probably needs a dedicated pod cast app version,2
"This has become the biggest waste of storage space on any device. It used to be good, however, after recent useless updates, lyrics aren't visible for half of the songs, can't rewind, can't skip songs, can't queue, can't forward, we get 3 ads in a row, can't select song, we can basically do nothing. Considering how good spotify used to be, this is a huge downgrade. No logical person would waste money on premium. Better shift to YouTube music. Spotify has become useless. What goes next, pausing?",1
"I've used spotify premium for years, never had many issues until recently. It seems to get stuck a lot at the moment. I'll try to play a podcast episode, which then won't load and then I can't seem to listen to any others either. It also gets stuck on those episodes in the drop down menu of my phone screen. No matter what is playing, the stuck podcast episode is shown. Only thing that seems to fix it is uninstalling and re installing the app, which I've had to do multiple times recently.",3
"Stops randomly on almost every song. I am a paid subscriber. This is unacceptable. Tried uninstall & then reinstalled. It did nothing to help the problem. Unless the app is kept on screen, otherwise it plays in the background for a while before stopping. The app is still active,but music just stops & I have to manually press start again. Samsung Z Fold 5. This issue started a couple of months ago. ""Hey Spotify AB."" It'd be best if there was a faster way to prompt a message to reach ""contact us""",1
"Premium customer. Good, but: 1. Get rid of the neverending, annoying, screen-blocking scroll of the last thing played (which also sticks relentlessly in phone's push notifications). When I close out, just go away. Don't be annoying! No one wants constant scrolling! Why not use Netflix model and have a ""keep listening"" option on the home screen, instead? Also, FIX your Roku app so we can turn off the TV screen! Thanks.",4
"Missing obvious features. You can't normalize the sound output, so that all songs are equal volume, or to limit loud sections blasting your ears after you turn it up for quiet sections. You also have to manually mark songs and playlists for offline listening; It should be pretty straightforward to auto-download playlists I've saved to my library, and remove the least recently listened ones when running out of room.",3
"It's not really just a ""problem"" anymore now. It's a massive one. Lately for me and my family Spotify has been bugging the hell out then after, all of our downloaded playlists are gone. I'm a creator for playlists and it annoys me so much when I got to re-download them all over and over again Do get this fixed soon so it can stop, it would be deeply appreciated.",2
"Spotify has reached peak frustrating. Smart shuffle; horrible and constantly turning itself on??? The new like/add to playlist button; horrible (people generally listen to music while doing things, running, driving, we don't want to fumble around to add/remove a song), and since that feature I've noticed songs have accidentally been removed from my playlists! More and more of the bands I like are disappearing from the app too, it's time to find an alternative...",1
Earlier when I downloaded spotify app it was spectacular although the ads were there but we were able to choose the songs that we want to hear and could play it a million times continuously but not now. I can't play my songs after I have heard 5-6 of my choice then it shows to upgrade to premium or you can't play your own songs. The app plays the songs randomly after that and has restricted our aceess to it. Spotify do something about this!,2
"its a good app and it does what i want it to -play music- and it lets you pick the first song you want to listen to and then it just stays on shuffle (i don't have premium) which i don't mind. the only problems i have is that sometimes it says i am gonna get 30 mins adfree music but i get an ad after only one song, which it didn't do before. it also doesnt have lyrics on some songs that used to.",4
"What happened to the spotify app? Getting very buggy. A lot of the time podcasts are not starting where I was up to. Or starts a different podcast show all together. Or starts a completely random song (I checked, nothing in the queue) Also when I press the back button to go back to new episodes, it always starts from the top of the list, so I have scroll down again every single time. Can you please fix? Spotify used to be solid as rock but it's slowly getting worse.",3
"Spotify was my go to app for listening to songs, I didn't mind waiting through the ads for a minute or two often, but recently the removal of QUEUE feature has been a major letdown. I can no longer arrange the songs according to my mood- which is indeed a MAJOR letdown since that's what we listen to songs for. I really hope the developer and the team bring back the feature. It's no surprise how quickly Spotify is losing its popularity and ratings. A major disappointment from my comfort app",2
Yes Spotify is very good but the ads are absolutely insane it's like two songs and four ads. It's like they're purposely dumbing down access and your playlist to make you buy the premium subscription. And it seems like when you're listening on your phone or a tablet or something you only have access to a partial list of your total songs. Even on shuffle you tend to hear the same songs over and over. But for free it's not bad.,3
"Pros: Huge library. Cons: New features are overly intrusive. No high definition audio. Getting expensive. Everything else is car (Android Auto) related... Difficult to navigate relative to the app. Subscribed podcasts never show in home, only library, and you cannot go to your library without opening the full app (in car mode). Auto plays when connected to a device (there used to be a way to turn this off?). When it does autoplay it's often not what you were last listening too.",2
"It's good except for two things- the 30 minute and free time after viewing a particular and isn't always 30 minutes and the app stops working sometimes when I have set a sleep timer on any podcast. Edit- now they don't even let you select the songs you want to play, it plays on shuffle, you can't access the lyrics or move on to a particular part of the song until you buy premium.",1
"I love the way you can just listen to music whenever and it's such a high quality but it's constantly closing out or stopping for no reason. I keep going back into it and it keeps doing it. It's really annoying, plus you have to pay 10-15 dollars a MONTH for it and if you don't pay you can't have wrapped and you get interrupted every one or two songs with 30 minutes of ads. It's seriously irritating. Spotify should just make it so we can listen for an hour without interruptions.",3
"Just finished moving all my playlists to a different music app. I'm not even complaining about the new update, in fact I'm fine with charging users for basic features. But it's just that Spotify is just so bad at UX, the desktop app is broken, music quality is the worst out of all platforms(on Very High), and I can't imagine why they would not let me copy paste song names? No matter how greedy a business is, the least it can do is allow for users to smoothly move to a different platform! Suffer!",1
"Multiple times for each song or podcast when I am listening to songs with my Bluetooth headphones, it will just stop randomly. It occurs on wifi and data. It occurs in downloaded songs and not downloaded songs. The pause button it still there when it happens, so it looks like it’s playing, but the audio stays stuck. It is occurring once every 30 seconds. I've noticed it only occurs with Bluetooth 5.1 devices but not with devices using older versions of Bluetooth.",1
"Spotify team: please stop removing useful features and replacing them with less useful ones. Liking a song used to be one click, now it's 3 clicks and a menu. Radio used to actually be radio. Now it's just a playlist called radio, which repeats constantly and can't be adjusted. Radio from playlist feature is gone. Just give us a legacy mode toggle if you're going to change so many things for no apparent reason.",2
"I have been using spotify for 1 year, and it's been great. But in November they changed there 'free' policy. First, we have to pay premium to remove ads, which is ok. Second, we cant skip to any part of the songs, so we have to pay, which is also ok. But third, we cant even control which song we want to listen to, at ANY time. Spotify if you are reading this, pls change your policy, otherwise its worthless😡",1
"What is going on with your app. Why is Spotify acting like it's a stranger to me all of a sudden. It always says offline when my data is obviously on, then I can't find my favorite songs, what's with the plus instead of the hearts? Please bring back the old version if you changed anything. The little things are not supposed to be touched. Dissatisfied, can't play songs when I want. What's the use of subscribing to it, wasting my money. Spotify should be about reliability. Thanks.",3
"It's has just become useless. The older version of it before the newer updates was much better. U can't listen to music according to your wish, can't repeat the song, can't skip the song, u just get only 6 skips per hour. All is that now if you don't take premium u can't listen to music as per your mood and taste. It has just become a wastage of time and space.",1
"I've been paying for the premium plan for years & over the past year or more now, the app just continually stops, stops playing & closes itself in the middle of a song or podcast. Sometimes is worse than others, where it will close every 40 ish seconds, 10+ times in a row! I thought maybe something was wrong w/ the app that downloaded, but I just got a new phone, hence new app & it's just as bad. Ive gone thru all the settings. HELP! Or I'm canceling my plan, can't pay for a service this bad!",1
"It was one of the best app and it used to be my fave but the recent update has changed everything upside down... you can't listen to specific parts of the songs, you cant play a song in loop, shuffle mode is always on even if you don't want it,adds are terrible it feels you're listening to songs between adds you can't change songs for more than 5-6 times a day and many more.. basically you cannot do anything if you don't have premium and i DONT SUGGEST it to anyone",1
"Driving mode is dangerous! No matter what you click, the app randomly does one of the following: Play a random episode from a podcast (starting at a random time), pause, or skip to the next episode. No button does what its supposed to. Its impossible to select episodes or even pause (the pause button also does one of the random actions listed previously). Outside of driving mode the app functions normally. UPDATE: Tried to contact Spotify support as requested, only AI support is available.",1
"Almost everything about the app is great or meets expectations. I greatly dislike the change from the heart symbol to the plus symbol for ""Liked songs"". The other made so much more sense and now it's easy to confuse ""liking"" and ""add to playlist"" cause they're both plus symbols 😒. An improvement I'd like to see in the future is better control over organizing the library.",3
"You guys are normally awesome so I feel slightly guilty leaving a 1 star review but I wanted your attention!! The new layout for podcasts SUCKS. Change it back plz. It used to make sense. Now it's like drive thru menus. All pictures, less info. Very frustrating. Some of us listen to more than 3 podcasts a week. We aren't children, we don't need bigger and more colorful pictures. This is an AUDIO platform! I much prefer ease of access to the sea of information!!",1
The last update is horrible. I just couldn't understand the reason behind removing the heart like button. It was aesthetically pleasing & working just fine. Now it just looks bland. Similarly changing playlist likes to saves? It's people save my playlist where it was people LIKES my playlist before. There is just no feel to it & don't fix something that's not broke for the sake of it. 2 stars.,2
"The new update is the definition of corporate greed. I get introducing brand new features that are paid-only, but to make 99% of the features *already available* paid-only? 🤡 Wow, atp the app is not free at all. Can't even select tracks on my own playlist, can't skip, can't select shuffle modes. And the ads! It's basically an app for listening to ads now with a couple of minutes of music in between once in a while. What a joke!",1
"I'm going to use a different Music App. Spotify charges a subscription fee for everything.I'm not referring to downloading the song.But, for example, if I want to play my favorite music, regardless of the song I choose, it says buy subscription, as if what the hell. Second, I'm unable to rewind the song. I was okay with the Advertisement. But now it's feels like it's not music it's money making app for the developer Subscription for small things. Disney hotstar doesn't even charge that much.",1
"This app is just great! Just wonderful. Some recommendations; 1. The editor's pick never has the genre I listen to. Everything in the app seems right until the editor decides to pick options from another universe, lol. I think you should look into that. 2. I also think you should further train your AI so as to filter through before suggesting a song list. Sometimes, the song list get so ""mixed"" with different kind of songs, I have to spend some time removing them. Thanks",5
"Main problem it has too many ads. I don't mind having to hear ads. But an ad after every single song? C'mon Spotify. And not only that but random songs I've never even heard of suddenly gets played in my playlist. Like ???? Why. ""Well you should get premium!"" I don't want premium. For the most part I don't exactly want to have to pay to listen to the songs I like. Yes, Spotify has a better experience with premium. I just don't want to get premium.",2
"i really love this app, and has been using it for years now. Although i do have a problem with the lyrics, they won't appear. It keep saying ""couldn't load lyrics for this song"" THIS SUCKS. I know it's musixmatch faults but you SHOULD'VE CONTACTED THEM. and Many people are having these kinds of issues. Hope u guys fix it, i'll change my ratings 'till then.",2
"The app has gotten so much worse like you can't even use the queue feature. You can't skip songs without getting an ad and you can't even fast forward them. It's honestly so bad, I can't find a new app that has the same quality as the old Spotify and it's so frustrating. I use mods but not even they aren't working nowadays. I can't login into Spotify even if I change my passwords. This is so annoying. Even their reviews have dropped to 1.7. I request spotify's team to bring the old Spotify back",1
It's been an great aap all these years but this new update is worst. If I have to do anything it shows that I have to buy premium. Like what the hell. Worst feature ever. Please bring back the old version It's far better I can't even play music in order. What I not in the mood of listening the other songs. At least let us listen our music in order that's the reason we make playlist. It's very very disappointing 😞 I think now. I have to us wynk music.,1
"Basically unusable without premium. When you lose your premium, your downloaded songs disappear? You should be able to go offline and keep your previously downloaded songs. The ads though, they're extremely annoying. I get that music isn't free and they need to make money, but I'd prefer random ads on the app such as banners or something instead of having music interrupted. Spotify is extremely greedy, I've been using it for years but changes should still come.",2
"I am really disappointed. This app used to be so good and one of my favorite but no more. I can't even get the bare minimum. The new features are so bad. It has now became the worst app. Without a premium I can do basically nothing, I can't listen to my playlist, I can't skip the song to a particular part, can't repeat nothing. On top of that the number of adds are ridiculous. It feels like I am listening song between adds which should have been the opposite. Do better 🙄🙄",1
"Overall very good app. I have very little experience with the free plan, as I use premium. I love the new AI DJ feature, and I would reccomend that in the future you should be able to tell it what you want to listen to, and it reccomend songs based on that, but it's very good. The only issue I have is that if a pause my music and don't return to it for a while, when I do come back to it, the current song that I was listening to doesn't play until I skip and then go back. Thanks spotify ❤️💯",4
"Horrible experience with this app lately. A few months ago, I wouldn't have even thought about giving it a one star, but here we are. Let's go through some of the reasons: 1) All these guys want is for their customers to buy premium 2) I was fine with the ads and not being able to download songs, but they have made some changes which I HATE. 2.a) No rewind 2.b) No choosing songs from the playlist 2.c) Songs playing from OUTSIDE THE PLAYLIST I ran out of characters, but overall, this is trash",1
"Your user interface is too smart for its own good. Being able to switch devices is really nice, but hiding them behind a picture of a speaker isn't the brightest move. The interactions with digital assistants leave a lot to be desired. Even when it's obvious we don't want Spotify involved, it switches devices, and songs -- sometimes at the same time.",4
"Have had minimal issues with this app in the past other than occasional network connectivity issues. However, recently the app has begun to force autoplay music every time I open the app, even if it is already running. I have been unable to find a way to turn this off which has been incredibly frustrating. This issue also often pairs with network connectivity issues with the app often 'forgetting' what I was listening 10 seconds ago and instead playing a random song from my listening history. 👎",2
"Ridiculous! Now, I can't even play a specific part of a song. Additionally, after sometimes, i can't even play song on my own choice. Moreover, they only let me skip 6 songs per hour. Because of their greedy mindset, they have made this app totally useless of free users. I was fine with the ads but now they have crossed the line. Here this Spotify, we have a lot of options available on playstore as our devices don't run on IOS so, all these changes won't force us to buy premium.",1
"The ONLY reason that I feel 3 stars is where you sit is because I have a passion for music that can not be overshadowed by anything else. What I find irritating is that after 2048 songs on my liked songs list. I started to lose artists. Songs will vanish and not show up when searched for, and for the first month of that happening, I actually thought they had been removed. I'd love feedback and a fix on this, as I love your app more than any other. (Ps. Thank you all for the music!)",3
"was five stars, but had to bring it down after this new update. replacing the like button with an ""add to"" button was probably the worst idea the team has had yet. it's horrible. I can no longer just quickly like a song, I have to scroll so far to even find my liked playlist when trying to add a song, if I'm listening while doing other things and press the ""add"" button, it adds the songs to my most recently updated playlist, and, worst of all, the green heart is gone.",3
"This app has gotten so much worse, ruined the heart button. When looping a song, it'll loop it a couple of times and then stop. This is mainly an issue for the Xbox, just fix the app already. Because even trying to loop songs from my phone doesn't work. Also I can't fully search a song from my likes, if I do and press the song, it doesn't play. But if I type a few words, find the song I want and click it it will work.",2
"Was a decent app for listing to music. On any given day I'd probably have said it was a 4 star app. Recently though, the app has completely lost it's mind. When you stop the app it'll sometimes pause for a couple seconds and then start a new song. Or it'll finish one song on your playlist and then jump to a completely different playlist. Several times now I've had it finish a song only to start the next song 20 seconds from the end. If it doesn't get sorted out soon I'll be switching apps soon.",2
"It was my all time music app.. Being a musicophile, I used it most of the time in a day but it says na, when something gets popular or loved by everyone, the quality of it gets degraded and that's what exactly happened to Spotify. It's disheartening that my favorite app has turned out to be a total paid version now and each of us can't afford that. Updated version is like you cannot repeat or can't even take back to any specific part. Spotify gonna loose many dedicated listeners like us.",1
"Currently has a major bug that makes playing it in the background impossible. I've installed and reinstalled, I've cleared cache, I've restarted my device twice, I've been to the community forum. This seems like a major bug users on many different devices are having, the app just crashes constantly. I just have to hope the team knows about this issue and is working on it but I can't find anyone Spotify talking about it anywhere. It's happening to paying and free version users. Really need a fix!",2
"Spotify WAS such a great music app. It was the best. But now, it's just gotten worse. One cannot listen specific parts of songs, one cannot repeat a song, cannot add songs to queue, that smart shuffle thing one can't listen a particular playlist/album it will add other songs, and most of the songs don't show lyrics.Everything is premium😑. Hope this new update changes.",1
"I use most of the time listening songs only in spotify, and I know that recent updates has brought some changes but y'all need to allow users to play a song from their playlist itself instead of switching to different artist as from different taste and genre. Our playlist are created base on different situations and emotions, I don't to listen sad songs when I'm feeling low or some rock song when I want to listen RnB. That's so stupid, the trick to get more premium users.",1
"I like it and I am paying for it and it is OK for PC. But I am mostly trying to use it on my phone and it is really getting on my nerves! It keeps stopping or restarting what I am listening to! Very, VERY frustrating! While I am writing this, it stopped again. Tried on different phones with different earphones and the problem persists, so it is obviously caused by the app. Terrible experience!",1
"Spotify is progressively getting worse. Firstly, there were too many ads but that's still okay. But now, a user can literally do nothing for free like you can't even listen to a specific part of a song or even rewind. You also can't skip more than 6 times in an hour. There are no lyrics for almost all the songs as it is which has been a persistent problem for quite a while. And last but not the least, many and I mean way too many songs were removed earlier on for whatever reason(s).",1
"🙂 Fine but not impressed. Because sometimes when wanted to listen to a single song, I cannot listen to to the song because it plays the whole album instead of the single track I wanted, this is a bit annoying for me personally. But I should mention that it is better than most of the audio streaming applications that I have used so far...I do recommend this for anyone who wants to listen to music. The PC version of Spotify is even better...",3
"I've used Spotify for several years and have been premium for at least 3... I have generally liked the service and considered it favorably. However, over the past few updates it's noticably declined in app quality. Most notably for me, it no longer skips hidden songs in playlists/albums. This can be pretty dang frustrating when I'm driving or otherwise have my hands full and can't skip past songs im not in the mood for or dislike. The ❤️ button being replaced with ➕ is also a really bad change.",2
"This app was ALRIGHT until the recent updates. It is much harder to add songs that I like. Give us the control back! Also my Spotify has been pausing and when I try resuming my music it goes back to the beginning of the song. I've tried updating, deleting and re-downloading the app, and changing my settings but nothing has worked. It's getting harder with this app I just want to listen to my music 🥲.",2
"This used to be 5 stars, but with some of the changes they've made I can't recommend it like I used to. 1) They took away the like button, so now to add a song to your Liked Songs like it takes three clicks instead of one. Why make it more difficult for people to add music? 2) For the last month or so music will constantly just stop. Not from closing the app, or pausing, or updates. Just. Stop. Whats the point of downloading music if you can't still listen to it? Consider a different app.",2
"Preferred download location will change from SD Card to internal with updates, so I disabled auto-update. The new tap to jam function only works for a short while with iphones, then seems to get stuck and any action I make wont be sent to the ""master"" iPhone/jam leader. Spotify never seems to ever make one single solid feature...always buggy. If you're not already in Spotify, I suggest try looking at other streamig services, if they have the music you like.",1
"I love Spotify usually. But if the song pauses for a video on another app, my now playing gets reset. Also, Spotify keeps pausing while I'm driving and connected to Bluetooth, making me have to unpause it while driving, sometimes up to 15 times in the space of a couple of minutes. Edit: It's been happening a while now. I factory reset my phone and reinstalled, and it still does it. I have two user profiles ony phone, personal and work. I use Spotify mostly in work (hgv driver)",3
"I've been using this app for almost two years now. I thought it was fine until the latest updates; ""Limited skips"" ""Limited turns to pick songs to play"" It's horrible. I've gotten irritated at these. And oh my goodness, do not start me with the ads. Even though it said: ""Enjoy 30 minutes of ad-free listening starting now."" I think it meant 30 seconds. Everything about Spotify sucks. Delete the latest updates or revamp them. I hate the fact you make people use Premium for almost everything.",2
"I'm trying to listen to a playlist, and it keeps turning shuffle on. No matter how many times you turn it off, it always turns itself back on. It also starts playing songs that aren't even on there halfway through the playlist. When listening to podcast episodes, it keeps going back to the beginning, and you lose your place. It's incredibly frustrating when you are halfway through a book, and it goes back to the start. Each update seems to make the app worse.",1
"Used this for years, have reviewed on other accounts. The pushing of the smart shuffle is one of the most annoying things. Borderline unplayable when driving because no matter what queue I set up, or what song list, smart shuffle will overwrite it and begin playing random songs that I'm not interested in. I dont even have a choice in the music, it just does what it wants whenever I change it.",1
This use to be a great app. It completely sucks now and they went up on their price over a dollar. Which isn't a problem except the music stops every five minutes. I use this for my job. I have updated phone and the app. I have Uninstalled and reinstalled all blue tooth connections. It's not the internet service. Very disappointing. It never did this before. I will be looking elsewhere for music,1
"I have switched to wynk it's way better than this thrash app. This app is getting worse and worse by each update. 1)This time they removed the customized playlist option, this shows they money hungary nature. 2)You cant choose a song and add it to the playlist. 3) you cant repeat the song again it'll only go forward 4)And this is on top of the long ads and interruptions.",1
Before the the new version this app was best for music. I always felt soothing when I listen music from sportify but now it's getting worse day by day. Please make this app as it was before . I can't tolerate the constant change of songs during playing a playlist. I want to listen the songs that are in my playlist not the recommended songs. I want the old feature back.,1
"New changes have made listening to music painful experience, where you can'nt repeat a song. I used to listen to music only on this app because of its many playlist & almost all the songs were there. I've using this app for more than 2& half year, there new update didn't make anything seems to be useless at this point. I am just disappointed with the latest update. I am going uninstall this app soon. Thankyou",1
"I've moved from Spotify to YouTube Music about a year ago, and I've mostly enjoyed the change. However, this past month, the service has been going downhill. For starters, the new method of liking songs and adding songs to playlists is HORRENDOUS. I don't know why they would change it. Please put the old one back. Secondly, with the new update, lyrics no longer display on songs that have lyrics on some occasions. I guess it's just a bug on the update.",3
"Whoever designed and approved the latest update should be fired! It puts me off from using the app, even though I pay for it. Now it's so hard to find new music based on the recommendations made by the app. The app was not great before, but it was ok the way it was, but now they made it even worse! The user experience just got more cumbersome... Now it has a Tiktok/Instagram look and feel, with album covers taking more space than album titles when in should be the other way around. So so bad!",1
Spotify was one the my favourite and best app for songs. But this new update is just frustrating. You can't listen to the songs you want to. You can't listen to the songs in an order. And there are so many ads all the time. Pls make the next update downgrade the app so that it's better for listening to songs. Now it's like either use premium or don't use the app only.,1
"As much as I remember, Spotify was the best app for music, but after the latest update, it has gone from best to worst. Lyrics are on limited songs, can't play the part of songs we want, etc.... The music still has great quality,but there are too many adds.Spotify has been with me through my worst times. But now it's not as good as before. Please bring it back to normal, I just can't live vithout music....",2
"The worst ever updated. Can't skip song's. Can't play previous song, can't repeat the song, can't play whichever songwe like our playlist, can't play a particular part of the song can't loop or skip the playlist. When your try to do these premium membership . The not end, after each song 3 ads pop up . Like what the hellis the updated all about? I didn't knewthey would go to this extent for getting membership from the listener",1
"Worst experience ever.Spotify was such a great music app. It was the best. But now, it's just gotten worse.Spotify WAS such a great music app. It was the best. But now, it's just gotten worse. One cannot listen specific parts of songs, one cannot repeat a song, cannot add songs to queue, that smart shuffle thing one can't listen a particular playlist/ album it will add other songs, and most of the songs don't show lyrics. Everything is premium. people found this helpful",1
"I would have rated this a 5 star about a year ago, but Spotify is going heavily down hill. If you are listening to a playlist, it will randomly put in other songs that you don't know, you can't skip them because there are too many, and if you run out of skips you are stuck with it. You can play a different playlist but as soon as you go back it's the same. Half the songs aren't even songs I know! I am starting to heavily dislike Spotify and all the new things they have added.",1
"Giving three starts because of a few issues I have. Around half of the tracks disappeared from the my liked songs. This is extremely frustrating. It's also an issue that even though I'm paying for a subscription, Spotify has problems loading my already downloaded music. What's the point then? I am rethinking whether or not I will continue paying.",3
"They like to unhide every song I've ever hidden. All the time. It's tiring. Hiding songs is how I keep track of what playlists I've been through and which ones I haven't. Every time I rate this, they suggest all these fixes and it never helps. I've been having issues with this since the hide feature was first rolled out. Something obviously needs fixed and I'm getting tired of mentioning it.",1
The app keeps freezing. Once I go to Instagram for example to watch a reel the music doesn't resume (even after tapping the play button from the notifications) until I go into the app (which keeps lagging for some reason) to play the song... Most times the songs even start all over from the top. Very disappointing... Quick reinstall?!!... I just updated the app and it's still acting the same way.,2
"I really don't know what has happened to this app, but 2019 spotify was way better than the 2023 spotify. All i see when i open the app is bunch of signals to make me get the premium, and now we can't even listen to a certain part of a music, or can't put it on siffle, or can't replay it. The new algorithm needs to update itself, and just to let you all know we didn't want spotify to look 'funky' we just wanted good quality and peaceful listening. I hope this app gets fixed quickly.",1
"I have usually had a good time using the app, however, as of late audio has cutting out every few seconds. This is extremely annoying and it's been happening since around the later weeks of December, like probably a week before Christmas. I'll have to go a head and pause and un pause, or in some case have to rewind the song I'm listening to. Oh and this only happens if I'm not in the app.",1
"I don't mind paying for a service. I don't even mind adverts if that service is free. The problem with Spotify is that if you don't subscribe to Premium, not only do you get ads, but the service is then completely gimped. Want a particular song? No. You'll have to listen to five others beforehand. Want to skip track? Not so fast hotshot, you've only got a few skips an hour... Not cool especially given the absolute pittance Spotify pays to the artists. Nah, not for me.",1
"The last few updates have been wretched. Why are you changing things that are eorking perfectly? The like ""playlist"", liking songs, the shuffle feature, randomly deciding not to work, the hugely long load times, and the disasterous adding songs to playlists and unliking them, all major issues! I can only like songs from the push-notification, and have to go through a major rigmarole to do so otherwise!",1
"Quality of music is really good, features are also good But, it's not the best music app anymore, especially after the new update. I feel like it's an utter nuisance to not let the user play their desired songs in the order they prefer. If not that, atleast let us play the current song from wherever we like. Even that isn't happening which just sucks. After literally every 3-5 songs there's an advertisement, just sucks I understand that you guys need money to run your app, but this is too much.",3
"Honestly, I've found Spotify Premium to be worth it, but recently I've been having issues. Music will stop in the middle of a song. It doesn't officially pause, the progress of the music just stops and no sound comes out. If I want it to keep playing I have to press pause and then play again, but if it cuts out once, it's very likely to keep doing it. I've seen people reporting similar things, so I know it's probably not just me. Please fix this! I don't wanna pay for a faulty app!",3
"Nah, the app's getting worse with every update. I really wish to get the past Spotify app back, where I could listen to an album or playlist in a sequence, playback any song, skip or repeat any part of song, read lyrics, listen to songs of my choice. The artist I follow, work hard even on the sequence of album. Not being able to listen like that is pathetic. Not everyone owns a Spotify company to afford PREMIUM.",1
"This was my favorite music app and we could even use it without Premium but now you need Spotify Premium for literally everything, for every feature. It doesn't even show the lyrics, You can't even replay a part of a song and some more features are there that shouldn't be a Premium feature and should be available for every user. I hope that the company fixes this problem otherwise there will be no option for me other than, to delete the app. This is too much now. 😠",1
The app really needs to be optimized for offline use. I have to force stop the app 2 or 3 times before I can access my offline episodes or music I've downloaded. It's quite aggravating. Also my remove liked song button is missing when I click the 3 dots next to any song. I know it's missing because I can see it an a different person's phone when they click the same 3 dots. Why would it be different when we have the same phone?,3
"Spotify was my favorite music app...but now it is only a disaster 😩 and it is not useful anymore like before. Now, there is no reply no backward and forward option of a song. Previously I was just change and rewind the song on the lock screen without unlock the phone but now I'm not. And the worst part is about the lyrics I mean what the hell is this there is no lyrics shown on most of the songs. And I'm really obsessed with ads coz that's the reason I download app not for the song right 😒🤬",1
I am really disappointed with the latest update. I copied my playlist from another app to Spotify just a few days ago. After the latest update you have even disabled basic features of the app. You could have stopped playing the music only if you wanted to promote premium that much. Even after playing an ad saying 30 min uninterrupted music. It starts giving ads just after 10 mins. What the !!!,1
