content,score
"Please fix problem di laman premium, setiap klik tombol ""dapatkan premium"" sering eror tidak tersambung padahal paket data aktif, sulit untuk akses beli premium",3
"Banyak lyrics yang hilang, makin kesini iklan makin banyak, dan kenapa kalo ngeskip part lagu harus premium? Tapi gimana pun kalau mau denger lagi aku tetap ke spotify🥲🥲🥲💘",4
"Bagus tapi , setiap mutar lagu pasti ada iklan nya. Jdi saya kasih bintang 4 dulu. Tpi bisa premium kok. Harus bayar",4
"spotify taitaitaitai hilangin napa ad TAREEEK TAREEEK sm ad horor yg satunya. Sekarang malah nambah lagi ad horor nya, pasti munculin ad horor supaya org2 takut trs beli premium biar gak muncul ad kaya gitu lagi. Tapi gak gitu caranya malah ngurangin org yg download tau.",1
Maaf bintangnya terpaksa saya kurangi karena kecewa. Sudah daftar premium sesuai promonya (bayar seharga 1 bulan untuk 2 bulan peetama) kenapa baru dapat sebulan sudah dikeluarkan dari premium?,3
"Makin ke sini malah makin buruk, lirik banyak yg ga muncul, apk tambah berat jdi lemot, dikit"" iklan lah.. Sudah waktunyaaaa pindah aplikasi",2
Aplikasi nya sangat bagus dan menghibur untuk dsaat gabut dan mood atau diperjalanan cocok mendengarkan lagu sesekali min tolong dong kasih diskon gratis premium nya,5
Lagu nya sudah baik cuma kalo bisa di hapus saja iklan horor² nya mengganggu jadi tidak nyaman kalo ada horor horornya dan iklan nya juga jangan terlalu banyak bisa sampe dua/ iklan di satu Vidio untuk Spotify boleh di hapus saya iklan² horor nya? Kalo tidak itu sangat menggangu apa lagi yang takut horor dan saya emang ga suka iklan horor Rettingnya buat Spotify kalo ada iklan APA LAGI IKLAN HOROR 5/10,2
"Jahat bgt Spotify sekarang ga bisa liat lirik+ga bisa pilih lagu lain nnti kata Spotify nya ""pilih lagu untuk di putar lagi besok"";((",1
"Secara keseluruhan aplikasi streaming ini sangat memuaskan, tetapi masih banyak lagu yang belum ada liriknya dan iklan yang kurang relevan",4
"Ngebug mulu disini gbs muter lagu malah wajib shuffle gabisa liat playlist, udah diupdate masih aja sama gaada yang berubah udah install uninstall berulang kali juga tetep.",3
"Update tan akhir² ini banyak iklannya sumpah mau puter lagu langsung ada iklannya nganggu sumpah apa lagi pas puter lagu tiba tiba ada iklannya😭,, tolong di perbaiki (udh itu aj makasih🙏)",2
Dengerin lagu di spotify tuh enak bngett sih tapi lebih suka spotify yang dulu soalnya yang dulu tu liriknya masih lengkap ke semua lagu tapi sekarang ya itu ga semua lagu ada liriknya,3
"Semenjak ada iklan horor, dengerin Spotify jadi ga seru, tolong iklan horor nya jangan terlalu sering muncul, gua setiap abis dengerin lagu pasti yg muncul iklan horor, kasian buat yg penakut 🙏",2
"Udh bagus sih,cuman yang ganggu itu iklan horornya,buat apa di bikin iklan begitu plis,kami yang bukan user premium jadi takut dengernya,kalo bisa iklan horornya dihilangkan plis,atau pake pengaturan iklan mau horor apa enggak",3
"Bagus banget, tapi plis untuk Spotify kalo iklan jangan ada yang horornya dong kan kalo malem malem mau dengerin lagu pasti iklan terus iklannya horor langsung gak bisa tidur:(( iklannya yang seru ke jangan yang horor",4
"Lagu nya udh bagus cuma ada aja lagu gk ada liriknya sama arti lagunya kalok lagu luar, jadi pas nyanyi cuma bisa ngremeng di mulut:), semoga bisa di kembangkan lagi",5
"tolong ya spotify, kenapa setiap saya mau beli paket premium selalu coba lagi padahal sinyal wifi saya aman aman aja tolong dong fix!",3
"Saya tidak masalah ya dengan iklannya tapi tolong ya iklan horor itu setidaknya di tiadakan, soalnya sangat sangat mengganggu",1
Udah bagus sih😁 Tapi pas tiba-tiba di suruh masukin akun lagi kok ngeriset sih? Pls lah kembaliin 366 lagu yang udah aku kumpulin :) Paket aja belum ada 2 bulan baru 1 hari aja udah ngeriset🗿 Di perbaikin lagi ya ini spotify nya😁🙏,2
"Spotify music, adalah pilihan pertama yg menemani di tempat kerja & perjalanan. Every time & everywhere.",5
"kebanyakan lagunya gak ada liriknya, punyaku udh premium tpi ttp gaada liriknya. padahal enak kalo dengerin lagu sambil liat lirik, 3 dlu ya, tolong di perbaiki.",3
Ada apa dengan spotify saya sudah premium tetapi tidak bisa setel lagu malah kosong tetapi saya download spotify lite malah bisa tolong di perbaikan spotify,3
Lelet bgt padahal koneksi saya aman aman aja tuh Terus kalo mau masuk ke spotify lambat bgt jdi tidak bisa memutar lagu,1
"Tolong chache apk nya jangan nambah terus, padahal putar lagunya online kenapa setiap lagu yang di dengarkan chache nya pasti masuk perangkat, selebihnya ok",3
"Secara overall, semua bagus, tetapi ada satu yang tidak saya suka,yaitu iklannya horornya,ayolah admin,saya memang bukan member premium tetapi iklan horornya jangan banyak-banyak lah",4
"Sya suka aplikasi ini,krna memundahkan kita untuk nyari lagu yg di mau,tp kdng lagu yg di cari tak mempunyai lirik seperti lagu Jawa itu tdk ada lirik lagu nya tpi semoga cpt d perbarui ya",4
"overall gw sangat puas dengan Spotify, aku cuman berharap ada lagu lagu yang edit audio seperti yang ada di edits ato di tiktok😁",5
maap ya ga semua mampu buat bayar premium dan jangan terlalu maksain banget. ngerasa bener bener terganggu setiap 2 lagu iklan mulu,1
"Ngentod gua mau beli premium ajah di persulit anjig wifi kenceng, sinyal kenceng malah bilang nggk ada internet, gua udah coba ke aplikasi/pembayaran lain juga bisa",1
Aplikasi iklan mulu mending klo sebentar iklan lama gk bisa dilewati pemakaian data boros aplikasi apaan kaya gini tiap dengerin 1 lagu iklan lama gk bisa dilewatin jembut,1
Aku lebih suka spotify yang dulu dan tak ada iklan dan shuffle nya gak premium karena itu terasa lebih nyaman dan lebih baik dan gara gara ada iklan dan shuffle nya premium aku jadi cuma 1 hari doang dengar lagunya soalnya males spotify gak kayak yang dulu,3
"emang keren banget dah spotify, andaikan spotify biasa bisa kaya yg premium. Biasanya malem malem dengerin spotify trs ada iklan podcast nyeremin takut dah jadinya yaudah gitu aja",5
"Maaf saya mengasih bintang 3, dikarenakan setiap saya memutar lagu. Kenapa tidak tersedia lirik dari lagu tersebut😑, Selain nya aman gk ad masalah.",3
"keselll knp skrgg fitur nya kaya gitu ?? kayaa cuma buat dengerin lagu aja ribet huhu, ga bisa skip lagu kalo lebih dari 6 kali, dan kalo bbrpa jam yg lalu dngerin lagu tuh trus habis itu denger lagu lagii kita ga bisa muter lagu yg lain dia malah nyambung lagu yg ke pause bbrpa jam lalu itu, biasanya sih ga gitu",1
nyesel banget gw.. kontollll bug nya banyak banget. wifi normal. paket data normal. muternya lamaaaaaa banget anjeng,1
"mau dengerin musik aja banyak banget mintanya, masa iya mau muter musik sesuai keinginan di suruh premium dulu meras banget",1
"sebenarnya aplikasinya bagus tapi podcast nya jangan horor terus yang di iklanin saya harap agar di ganti yang lain , sangat menggangu.",2
"Ngedenger lagu di sini enak. Tapi banyak iklan, banyak nya kebangetan sampe emosi mulu",2
Aplikasinya sudah bagus juga bisa mendengarkan lagu² yg diinginkan pokoknya aplikasinya sudah sangat mantab Auto five star.,5
tolong hilangkan iklan iklan horor waktu malam orang pingin tidur sambil dengerin music malah susah buat tidur terutama orang yang mau nenangin pikiran waktu malam jadi tolong kebijakan nya buat iklan kaya gitu boleh tapi jangan saat waktu malam,2
"Spotify kenapa ya, setelah di update makin kesini makin maksa pengguna untuk premium... Jadi nyesel update, nggak kaya dulu",2
"Apk baik,tapi coba bisa di hilangkan suara lagu,seperti karaoke gitu,boleh ya,di tambah controolnya.,terimah kasih.",4
"Kenapa spotify putar lagunya gak jelas sekarang? Harusnya putar lagunya yang di simpan di playlist aja, gak usah putar lagu yang gak di simpan di playlist.",1
"Terlalu banyak iklan,terlalu spam iklan,terlalu banyak pembayaran, terlalu banyak iklan GK jelas,terlalu di ulang"" iklanya saya kasi bintang 1 karena banyak bokepnya",1
"Kenapa setelah di update jadi gini,dulunya bisa milih/lompati lagu sekarang ga bisa,mau milih lagu lagunya cuman bisa 30 detik aj di putar. Plis dong ubah jadi yang dlu, jelek yg sekarang. Minimal bisa milih lagu lah. Masa milih aja ga bisa. Iklannya juga gak ngotak. Baru satu lagu sudah iklan. Makin jelek aja",1
"apk nya bagus, udah terbaik buat dengerin musik. But, iklannya ngga ngotak, kebanyakan. Belum 30 menit dengerin lagu udh ada iklan, tiap 2-4 lagu pasti ada 30 detik iklan. Itu ganggu, tolong aja iklannya dikurangin. Terus, bug nya udh semakin besar, kayak engga ada perbaikan pas update. Liriknya bahkan engga ada, ngga bisa dimuat padahal jaringan baik-baik aja.",3
"sebenarnya udah bagus, cuma lirik lagu ga bisa dimuat padahal jaringan bagus, lirik lagu juga banyak yang hilang, lagu sering stuck, iklan nya ga ngotak, banyak banget. Terus kalo mau lompatin lagu juga dibatas, kalo bisa di update jd lebih baik lagi.",2
"Kenapa setelah di update Spotify nya kok malah gini?? Yang tadi nya bisa skip² lagu/lompatin lagu jadi sekarang gak bisa,,kita juga gak bisa dengerin lagu sepuasnya,,terus pas mau mencet salah satu lagu kenapa malah muter nya cumn 30 detik doang? tolong kembalikan Spotify yang dulu lagi, kita udah nyaman sama Spotify yang sebelum nya..tolong lah mas mba,terimakasih. 🙏",1
"Sebenernya,, aplikasi nya udh bagus ya..... Cuman aku kasih bintang 3 karena 2 hal ... Yaitu... 1. Ketika sudah memutar lagu dan akan lanjut ke lagu selanjut nya itu pasti iklan... Mksd nya... Sekali putar iklan sekali putar iklan... 2. Ada beberapa lagu yg tidak dpt memuat lirik,, pdhl dulu ps sebelum di update gk pernah kk gitu.. Udh sih gitu doang,, *maaf jika ada kata yg kurang sopan dsb 🙏🙏.",3
"permasalahannya di spotify itu sekarang iklannya lebih sering, detik lagu suka nge stuck, lagu lagu suka hilang (ntah dihapus atau bagaimana), liriknya ga bisa dimuat padahal jaringannya baik baik aja, cuman itu aja sih di aku. keseluruhan yang lain bagus, tapi tolong developer masalah yang disebutkan segera diperbaiki soalnya bikin ga nyaman, beberapa kritik dari pengguna lain juga sudah ada tapi ga digubris, tolong diperbaiki lebih baik lagi, terimakasih.",3
"Spotify sekarang banyak bug nya, lirik nya tidak dapat di muat padahal jaringannya sangat sangatttttt baik² saja dan lagi terkadang lagu nya keputar tapi suara nya malah ngilang. Tolong developer nya di buat lebih bagus lagi ya. 🙏🏿👍🏿",3
"Setelah update, spotify jadi lebih sering stop sendiri lagunya. Mantap 👍👍👍. Baru setengah lagu sudah distop. Curiga ada polisi non premium di aplikasinya. Jadi pengguna non premium selain dikasih 2 iklan selama 1 menit setelah 2 atau 3 lagu selesai, sekarang juga gk dibolehin dengar lagu lama-lama. Memang terbaik spotify zaman sekarang. TERBAIK! Kalo bisa bintang 100 kukasih bintang 100 nih",3
"apk nya baguss sekali, tapi min buat fitur download gratis dong, supaya banyak yg minat ke apk Spotify ini min. semoga di baca ulasan ku min.",5
"Ini knp lagunya bnyk yg ga bisa tampilin lirik, biasanya langsung muncul lirik, di deskripsi nya tidak dapat memuat lirik, pdhl ini lagu yg saya sering setel, beberapa lagu juga sama seperti itu. Tolong Spotify perhatikan ini demi kenyamanan pengguna. Klo sudah diperbaiki saya balik lagi buat ganti bintang nya. Trmksh.",1
"Aneh, stelah di update malah gak bisa lakukan pembelian versi premium. Tiap kali klik pembelian selalu di bilang gagal..🤣🤦‍♂️",1
Aplikasi ini sangat baik di gunakan bisa jga offline. Enak kalau ngk ada data bisa mutar musik offline nya,4
"Mohon dari pihak developer Spotify AB, kenapa setelah saya update spotify saya saat saya memutar lagu semua liriknya hilang bukan yang di playlist saya tapi setiap lagu (apapun) yang saya putar lirik nya tetap hilang, disana tertera ""tidak bisa membuat lirik untuk lagu ini"" padahal sebelum update masih ada dan fine saja, mohon secepatnya diperbaiki!.",2
Fitur untuk mengulang lagu otomatis kek dulu mana? Ah jadi males lagunya keganti otomatis. Lagi enak dengerin lagu tiba tiba muncul lagu asing gk enak banget klo lo mau pengguna apk ini nyaman jangan apa apa harus premium. Jadi males pake apk ini lagi.iklan juga banyak banget,1
"Aplikasi musik paling bagus.fitur lengkap ,pilih lagu dari genre apapun semaumu.semua lagu dari seluruh dunia tersedia dari yang klasik sampai yang etnik juga ada.beberapa kali coba aplikasi lain berujung uninstal. Spotify best pokoknya.",5
"Spotify kesannya cari untung sekali, sampai-sampai lupa pada kenyamanan penggunanya. Mulai dari untuk skip/lompat lagu bahkan harus berbayar! Iklan yang terlalu berlebihan dan selalu spam setiap mendengarkan musik. Benar-benar tidak beres! Bahkan hanya untuk mengatur urutan atau membuat lagu otomasi bermain lagi saja berbayar! Yang benar saja, bukankah itu fitur umum yang seharusnya ada di setiap apikasi musik? Saya muak sekali dengan spotify, kecewa!!!",1
Mengapa iklan yang jadi banyak sekali jadi karena setiap 2 lagu wajib ada iklan paling kesel deh kalau ada iklan 30 detik di setiap 2 musik aku kan lama-lama jadi gak tahan kalau ada iklan terus spotify tolong memperkembangkan lagi ya iklannya dikurangin kalau iklannya dikurangin aku kasih bintang 5 dan juga jangan terlalu maksain buat membeli premium karena kebanyakan belum mempunyai uang. Semoga spotify dapat diperkembangkan lagi Dan tolong di setiap lagunya harus ada liriknya.,1
"Spotify kenapa ya akhir2 ini semakin di update sering bug, kaya lagu tiba2 berenti atau mati sendiri, terus aplikasi lagi berjalan tiba2 ngeclose sendiri. padahal saya user Spotify udh dari lama cuma sekarang2 update an nya ko makin banyak bug sama iklan ya.",1
"tolong ini kenapa lirik di beberapa lagu tidak bisa dimuat? padahal jaringan saya lagi bagus banget. Dan iklannya lumayan ganggu ya, saya baru puterin 2 lagu udah iklan, kadang iklannya bisa 2 sekaligus beberapa kali. Tolong segera diperbaiki ya, terimakasih🙏",3
Aplikasinya sangat bagus tetapi tolong untuk diperbaiki lagi untuk lirik dari beberapa lagu tidak ada atau tidak keluar.,5
"Piye Iki mas? Kenapa lirik-lirik lagunya gak ada padahal jaringan stabil? Terus, saat di pause lalu di play lagi, detik lagu yang ada di bar notifikasi jadi nge-stuck? Padahal aku cinta banget sama Spotify eh mlh kayak disuruh premium ngono. Developer mana lagi yang harus aku percaya 😔",5
"sangat bagus untuk mengisi waktu luang dan saya itu termasuk orang yang music 24/7 tapi tolonglah buat spotify supaya iklannya jangan kebanyakan. ITU SANGAT MENGGANGGU setiap 1 lagu dan beralih ke lagu lain selalu iklan. padahal waktu pertama kali menggunakan aplikasi ini iklan di setiap 3/4 lagu. TAPI SEKARANG IKLAN DI SETIAP LAGU DAN MENGGANGGU SEKALI, TOLONGLAH DIKURANGIN KLO BISA DIHILANGKAN SEKALIAN. *SEKARANG BERTAMBAH LAGI KENDALANYA YAITU LIRIK PADA LAGU JADI HILANG",1
"Saya sebagai penikmat musik merasa puas sekali dengan aplikasi ini, tapi satu catatan buat developer untuk merubah / menambah fitur download offline per lagu jadi bukan hanya berdasarkan playlist. Jadi saya tidak harus membuat playlist untuk mendowload lagu yang akan diputar secara offline. Ide tambahan untuk Spotify dari saya yaitu tambahkan sesi komentar ditiap lagu / podcast agar pengguna dapat berinteraksi sosial di dalam sebuah platform streaming musik.",5
Iklan sangat pas di saat musik terhenti atau di saat perpindahan lagu asalkan jangan di pertengahan lagu. Fungsi² bagus semua. Pertahankan ya😊. Tambahan : Meskipun tidak menggunakan fitur premium tapi tetap masih bisa menikmati aplikasi ini dengan banyak kelebihan. Tidak seperti aplikas pemutar musik online yang lainnya. Pertahankan ya☺️,5
"Beberapa lagu ada yang belum, lalu banyak iklan. Lalu kadang kadang liriknya gak bia di muat. tapi bener bener baik sih pelayanan spotiffy nya. Pas layar dimatikan masih bisa didengar dan enak buat nge vibe gitu loh sore sore minum teh dengerin lagu spotiffy. Terus kurang puas sih soalnya gabisa beli prenium wkwkwk.. soalnya kalo prenium kayaknya lebih enak gak sih, juga bisa didengar pas offline. Yaah menurut aku kekurangan dan kelebihannya sama, terimakasih.",3
"Apkny sudah bagus banget untung mendengar musik, fitur-fitur yg ad di apk ny juga bagus. Tapi ntah kenapa setelah update sebagian lirik dari musik yg ad tidak dpt dilihat, di tambah adany pembatasan skip/lompatan setelah update padahal sebelumnya tidak ada",3
aplikasi ini semakin lama semakin jelek mau nyetel lagu aja puter nya lama banget sekali nya bisa nyalain lagi cuman 10-12 detik,1
tolong itu iklan horor nya di hapus lahh niat nya mau tidur dengerin lagu malah gk bisa tidur dengerin iklan pocong ama iklan cewe rambut panjang sumpah rasa ngantuk di ganti ama rasa takut tolong di hapus ya iklan nya!!,1
"Iklan horor nya untuk di siang hari mungkin fine aja kalau saat MALAM hari sangat menggangu, Mungkin bisa di set saat malam play iklan yang tidak menyeramkan😁",3
Bagus banget!! Cuman kalo Uda terlalu banyak memilih lagu sendiri tidak bisa dan HARUS banget di paksa punya Spotify yang harus bayarr 😑😮‍💨🙁,4
"Aku kasih bintang satu, karena harus bayar premium kalau sudah putar 2-3 lagu. Aplikasinya juga bagus.",1
Bagus baget aplikasi ya gaada iklan trus semua lagu ada meski pun ga ditel nyebut lirik ya tetep ada lagu yang ku mau spotify aplikasi lagu paling paling kumplit menurut ku👌🏻👍,5
"Ko Spotify saya tidak bisa digunakan ketika menggunakan data seluler,cuma bisa pas pake wifi doang",1
"Dengerin lagu-lagu lewat Spotify cukup menghibur, banyak pilihan lagunya, tapi sayangnya sekarang terlalu banyak iklan",5
Balikin email sporty saya ko jadi gak bisa masuk alesan masalah jaringan terus padahal jaringan setabil nyob aplikasi lain masuk ini ko jadi gak masuk2 kenapa ini goboook,1
"Semenjak update, banyak minus nya Spotify. Mau beli premium dari app lngsung gk bisa terus dan banyak banget bug nya🙏🏻",3
"Aplikasi ny mmg bagus, tapi kdg saat saya ingin lihat lirik nya itu selalu ada tulisan ""tidak dapat memuat lirik untuk lagu ini"", padahal wifi saya aman² saja.",3
"Iklannya jadi banyak. Ya tau walaupun gratis. Setiap 1 atau 2 lagu iklan, iklannya langsung 3. Terkesan memaksa beli premium.",1
Maaf saya kasih bintang tiga karna sebelum nya memang saya balum pernah menggunakan aplikasi nya tapi sekali pake harus ada kuotanya nggak bisa oflline ya kalo bisa di perbaiki lagi ya biar bisa kalo oflline makasih,2
"Menurutku bagus bnget, dengan adanya fitur wrapped membuat orang yang menggunakan Spotify merasa terhibur dan kereenn lah pokoknya 👍👍",5
"Speaker nya baguss,kalo pake headphone nya berasa enak banget buat di denger! Aku juga belum premium walaupun belum premium aku kira itu fine aja si kalo buat sekarang,Dan iklan nya belum muncul di aku tapi waktu pertama kali aku download Spotify di hp lama ku itu iklan nya banyak banget , tapi kalo sekarang belum muncul di iklan nyaa, sebenernya speaker tergantung hp nya gak sih? Tapi kalo speaker nya bukan tergantung handphone nya berarti emang Spotify itu bagus bangett! Pokok nya suka banget!",5
"Mau dengerin Musik tapi Pas buka Aplikasi Spotify kok malah saya di suruh Online, padahal saya On Pakai Data Loh .🙄🙄ada ada saja.😤",1
"Terlelau banyak iklan, jika di bandingkan dengan Spotify yang dulu, Spotify yang sekarang cenderung lebih banyak iklannya...",2
"Mohon diperbaiki dev, ketika hendak login email dan password saya salah, padahal kombinasi kedua sama tetap tidak login, mohon diperbaiki dev",3
Sebenarnya aplikasi bagus.. iklan si wajar.. tp klo iklannya horor terus pasti bakal banyak yang pindah ke apk sebelah..,2
"Kenapa translate tidak tersedia lagi, dan kenapa kembali ke spotify dulu yang bisa mutar 5 lagu saja selainnya nggk bisa?",4
Untuk lirik seperti lagu jepang/cina/ korea dan lain sebagainya tidak ada cara membaca tulisannya ( bukan terjemahan nya),4
"bisa nggak iklannya jangan yg horor? yang happy² lah, kaya jebung tuh gapapa, happy. kalo nggak balik ke Romeo Juliet lagi aja dah iklannya. kalo tengah malem dengerin lagu tiba² ada ""ibuk bingung tiba² kakak teriak²...."" kan jadi bikin merinding. emngnya yg denger tuh ada yg nggak takut horor apa? ganti lah iklannya ya, kalo disuruh premium kaya ""eman-eman"" buat pelajar kaya gue, cuma mau dengerin lagu tiap bulan hrs bayar",3
"edit: baru tau ada kilas baliknya, huhu. kenapa tidak dari dulu saya mendonwload aplikasi ini? jadi semangat mendengarkan lagu di spotify ><",5
"Pliss bisa ngga si spotify klk kita uda dislike satu iklan gausa ditampilin lagi anjjj, kesel banget mlm"" iklan horor bngsd mana seling lagunya cm beberapa lagu, anjg lah ga suka bangett",3
"keluhan aku cuma di harga spotify premium nya sih:( buat pelajar yang keungannya terbatas, menurut aku harganya terlalu mahal kalau bisa kurangin harganya ya devlop😁🫰🫰",5
"saya gabisa login dari Minggu kemarin saya coba login ttp ga bisa, bahkan saya update dlu jga ttp ga bisa. maksud nya apa? tolong diperbaiki, masalah sinyal bagus bagus aja disini",1
"aplikasinya sudah bagus, tapi ketika ingin berlangganan tidak bisa terhubung jadi harus langsung lewat web jadi ribet",3
"kecewa asli, dari lirik yang pada hilang, sekarang ditambah lagi sering banget loading lamaaa padahal sinyal bagus, terus aja tidak ada koneksi internet, kapan update nya??",1
"Sejauh ini spitify berjalan dengan baik, dan pencarian lagu juga selalu ada, pokoknya spotify keren",5
"kenapa lirik lagunya mesti gabisa dimuat sih, jaringan bagus loh padahal?? tolonglah ini kenapa jadi gini, dan iklan nya juga makin kesini iklannya sering banget , huhu sedih banget gwe😢😢",1
"Yah kok sekarang malah di perbarui malah susah dengerin lagunya gak bisa di maju mundurin lagunya , perbaiki kayak dulu atau saya hapus ni",5
Bisa nggak sih iklan horornya hilangin. Kalau dengerin lagu sendirian dirumah jdinya takut woiii!!!😡😡😡,1
Iklan yg wajar aja lah.. Masa iklan sampe 5x berturut-turut.. Mau bikin aplikasi untuk dengar lagu apa dengar iklan?,1
"saya sangat suka spotify,karena spotify bisa membuat pikiran saya sama hati saya yangg tidak karuan menjadi happy lagii,saya mau bilang,bilangin sama pencipta aplikasi spotify karena sudah membuat aplikasi musik sebagus ini😇",5
"spotify sekarang jadi jelek weh, banyak lagu yang ga ada liriknya. kan jadi ga mood setel lagu, niatnya mau nyanyi smbil baca lirik jadi gabisa. semoga lirik lirik lagu balik lagi deh. butuhhh bangett pwiss 🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽",3
Aplikasinya bagus sih tapi sekarang lirik lagu di Spotify udah gak ada😭 tolong dong Adain lagi liriknya. Cuma sebagian lagu doang yang ada liriknya,5
"Aplikasi nya bagus, tapi kalo bisa iklan nya jangan ada yg horor. Jadi gk mood dengerin musik, apalagi pas malam hari 🙁",4
"Apk ini sangat bagus, karna kan saya pernah nonton drama tuh di YouTube drama gacha club.Kebetulan ada lagunya dan apk ini yg memberi tau saya judul lagu yg saya cari yaitu 'Redemption'",5
Spotify bisa kali ya iklan nya dikurangin masa setiap dengerin musik untuk play music selanjutnya harus dengerin iklan duluu.,4
Spotify sekarang kurang memuaskan lirik lagu gaada eror terus pdhl jaringan bagus. Mohon untuk perbaikannya kalo begini terus bisa pindah apk lain,3
"tolong iklan horor tu gausah ditaruh di podcast/iklan ,apk musik bukan buat cerita horor, aku sadarin lu ya podcast yang lucu atau yang lain masih banyak yang lebih seru yang enak didengar, kalo gini kasian mereka yang gasuka cerita horo dll makasih.",1
Banyak banget iklan aku gak suka terus juga gak bisa di skip aku sebel banget saran ku diperbaiki ya😊,2
"skrg jadi sering iklan, lirik gak ada.. oke dehh klo gituu.. tpi minimal kalo ikhlas gak usah yg isi nya podcast horor ngapa, udah di dislike juga masih aja muncul.. cape",1
"Intinya bagus banget, baru kali ini saya download aplikasi di play store ga ada iklan di dalam nya. Apa memang ngebug atau gimana tapi intinya mantab jiwa dah. Bagus kembangkan lagi 😍",5
Ini apk kenapa sih udah online tapi ditulisannya offline padahal sinyal Wi-Fi bagus dan juga kalo data sama aja tolong di perbaiki,2
Maaf kenapa ya spotify nggak bisa disetel di playlist kondisi offline biasanya bisa masuk untuk memutar lagu yang ku simpan playlist thank,4
"wiiii bagus ni apk tapiiii.. ada beberapa lagu yg gaada liriknya, itu ganggu bgt klo gua lg dengerin lagu trus pengen konser dadakan eh malah gada liriknya, apaan btul masa harus buka apk lain biar bisa baca lirik. btw iklan setannya dikurangin plis, takut bgt😭🙏🏻",4
Terlalu banyak iklan biasanya dulu denger musik 30 menit baru iklan sekarang baru bentr aja udah iklan males banget ama Spotify sekarang😩 minn tolong ilangi iklan siluman pocong 😭,3
Tambah anj nih aplikasi kemarin gua yah oke aja tuh shuffle pintar yang lagunya gak sesuai di playlist gua eh malah sekarang harus premium untuk dengarkan semua lagunya. Yak mending apple music anjir,1
"saya ga suka terus Setipa mencet lagu selalu di tawarin paket premium padalan saya ga mau ga ada tanda engga gitu,jadi saya ga bisa Dengar lagu yang saya mau",3
Sekarang Spotify kenapa banyak iklannya sihhh waktu denerin lagi tiba tiba iklan dikit dikit iklan tolong iklan nya jangan terlalu banyak ya,3
"Sekarang udah terbatas jadi gak bisa dengerin lagu favorit sesuka hati,musik nya jadi random random,mohon untuk kerja sama untuk tidak terlalu terbatas dan jangan menganggap kami bisa membeli yg premium",3
"Aplikasi musik yang bagus, tapi saranku apakah Spotify bisa memutar lagu dari penyimpanan smartphone secara loop? Seperti YouTube Music",5
"Mantapp, iklannya banyak,lagunya sering stop di pertengahan, udah milih lagu dari artis (1) pas lagu udah selesai malah ganti ke artis (2)(3)(4)(5) Mohon diperbaiki.",2
"Spotifynya ngeselin, mutar lagu bisa, tapi pas main aplikasi lainnya pake lagu spotify, gabisa. Ngenganggu ketenangan gw aja😁🖕🏻",2
"Baguss tapi mines nya itu loh iklan podcast hororr pliss bngtt lah ini lagi mandi ngedengerin Spotify tiba tiba iklan nya hororr siapa yang gak takut tiba tiba nge freeze,kalo masalah iklan lain si gapapa ini hororr lohh kan jadi ragu buat dengerin kalo kita lgi gak megang hp nya😭🙏",4
"Aplikasinya bagus dan bisa nemu lagu favorit gw cooooy bangat ada lagu phonknya, coba kalian cobain aplikasinya bisa nemu lagu favorit kalian buruan download 😁👍(tetap saja ada iklan bikin kesel😤)",5
Musik lengkap walaupun ada iklan bagi yang ngga premium tapi pelayanan tetap oke... bisa akses semua lagu,5
"Spotify kenapa si sekarang tiap muter lagu jarang ada liriknya, perasaan dulu gak gitu mau muter lagu apapun liriknya selalu muncul tapi sekarang engga, bikin badmood👎🏻",2
Knp kok waktu nyetel lagu favorit sering keluar dari playlist ya? Lagu selanjutnya malah bukan dari playlist,3
"Apk nya bagus sih, lagu nya juga lengkap. Tapi, maaf ni sebelumnya ya tolong bisa ga kurangi iklannya? Itu agak mengganggu.",3
Mendengarkan musik lebih Simple satu penyanyi dapat didengarkan lagu-lagunya mulai dari awal sang penyanyi berkarier sampai terkini sang penyanyi berkarier,5
Aku tuh suka dengerin musik tapi kadang pihak Spotify buat kesel iya aku gak berlangganan premium tapi setidaknya jangan gitu bgt dehh palak tauu,1
Keren banget aplikasi ini lagu nya enak juga dan gampang nyari lagu yang kita mau di YouTube sama tik tok gampang banget de pokok nya,5
"Sekarang sering muncul lagu ga jelas, padahal awalnya muter lagu bcl. Plis ya percuma premium klo ga jelas gini",1
"Aplikasinya sudah bagus, tapi kenapa semua lagu tidak dapat memuat lirik, ini bug apa gmn? Iklannya juga sering banget",1
"Enak kok, tapi mohon maaf buat developer nya jangan kasih iklan premium, risih saya mau dengerin lagu malah disuruh premium maksa gitu, buat developer nya JANGAN MAKSAIN ORANG YANG GK MAU PREMIUM !!",4
Sebagai pengguna gratis saya merasa puas karesna hampir semua yang saya butuhkan terkait musik bisa terpenuhi. Semoga tetap bisa berikan layanan gratis.,5
"Terlalu bnyak iklan,Abis lagu,mau ke lgu selanjutnya iklannya bisa muncul 2-3 iklan,mana gabisa diskip.lgi",2
"Sekarang denger lagu kalo ga dibuka aplikasi spotify nya mati sendiri, dulu engga. Mohon diperbaiki.",1
Makasih Spotify Aplikasi yang sangat bagus Aku suka dengan hadiahmu di awal bulan Desember (kilasbalik2023) Aku sangat senang dengan Spotify Teruslah berkarya,5
